Player Name,Player ID,Tournament,Match ID,Innings Number,Team Standing,Opposition Standing,Total Runs Of Own Team,Total Wickets Lost By Own Team,Total Balls Played By Own Team,Total Runs Of Opposition Team,Total Wickets Lost By Opposition Team,Total Balls Played By Opposition Team,Runs Made,Balls Consumed,Batting Position,Dismissed,Dismissal Type,Special Batting Talent,Balls Bowled,Runs Given,Wickets Taken,Maidens Bowled,Batters Dismissed,Special Bowling Talent
Hamad Islam,261,PSL X,DNP,,,,,,,,,,,,,DNP,6,,,,,,DNP,
Raees Ahmed,255,Champions T20 2024-25,DNP,,,,,,,,,,,,,DNP,6,,,,,,DNP,
Raees Ahmed,255,PSL X,DNP,,,,,,,,,,,,,DNP,6,,,,,,DNP,
Ibtisam Rehman,256,Champions T20 2024-25,DNP,,,,,,,,,,,,,DNP,6,,,,,,DNP,
Ibtisam Rehman,256,PSL X,DNP,,,,,,,,,,,,,DNP,6,,,,,,DNP,
Atiq Ur Rehman,262,National T20,DNP,,,,,,,,,,,,,DNP,6,,,,,,DNP,
Khurram Shahzad,266,PSL X,21,2,1,4,DNP,DNP,DNP,111,3,69,DNB,DNB,DNB,DNB,5,NO,12,12,1,0,1,NO
Khurram Shahzad,266,PSL X,26,1,1,2,263,3,120,154,10,117,DNB,DNB,DNB,DNB,5,NO,24,41,1,0,5,NO
Daniyal Ahmed,263,PSL X,27,2,5,3,214,5,120,237,4,120,DNB,DNB,DNB,DNB,5,NO,24,66,0,0,0,NO
Mohammad Kashif,264,National T20,15,1,1,3,207,3,120,183,10,116,DNB,DNB,DNB,DNB,5,no,DNB,DNB,DNB,DNB,DNB,no
Shehzad Gul,265,National T20,15,1,1,3,207,3,120,183,10,116,DNB,DNB,DNB,DNB,5,,24,50,2,0,"1,8",no
Khurram Shahzad,266,National T20,15,1,1,3,207,3,120,183,10,116,DNB,DNB,DNB,DNB,5,no,24,26,1,0,2,no
